COLR(Connected Line identification Restriction),10
Mute,10
IME,10
Smart English,10
PinYin,10
Stroke,10
Simplified Chinese,10
Traditional Chinese,10
Digit,10
SBC/DBC Symbol,10
Input number ,10
IME region,10
Candidate bar,10
IME  icon,10
Index number,10
Upper case ,10
Lower case,10
Title case ,10
Sentence case ,10
Editing space ,10
Focus,10
Highlight ,10
Insertion Point,10
Cursor,10
Message editor ,10
Node.js,10
Frontend Development,10
iOS,10
Android,10
IoT & Hybrid Apps,10
Electron,10
Cordova,10
React Native,10
Xamarin,10
"Linux 
Containers
",10
macOS         ,10
watchOS,10
JVM,10
Salesforce,10
Amazon Web Services,10
Windows,10
IPFS,10
Fuse,10
Heroku,10
Raspberry Pi ,10
Qt ,10
Command-Line,10
Screensavers,10
Windows,10
Bugzilla,10
NumPY,10
Mircosoft Word,10
Mircosoft Powerpoint,10
Mircosoft Excel,10
Microsoft Visual Studio,10
Eclipse,10
SharpDevelop,10
NetBeans,10
vi,10
emacs,10
make,10
Delphi,10
Anjuta,10
CodeBlocks,10
CodeLite,10
Dev-C++,10
Geany,10
GNAT Programming Studio,10
Kdevelop,10
MonoDevelop,10
Qdevelop,10
Qt Creator,10
wxDev-C++,10
Xcode,10
Turbo C,10
C++ Builder,10
GNAVI,10
Lazarus,10
Visual Works,10
Maguma Open Studio,10
FBSL,10
BLIde,10
Gambas,10
OpenLDev,10
kinterdev,10
Quanta Plus,10
eric,10
Motor,10
Jgrasp,10
jEdit,10
TruStudio Foundation,10
Oxygen XML Editor,10
Omnis Studio,10
REALbasic,10
MULTI,10
X-develop,10
Komodo,10
Wing IDE,10
Wind River Workbench,10
DMDScript,10
MinGW Developer Studio,10
Stylus Studio XML IDE,10
Zeus,10
Synapse,10
Kylix,10
Code Forge,10
Jbuilder,10
Interllij IDEA,10
Sun ONE Studio,10
Rational Application Developer,10
Jcreator,10
Jdeveloper,10
WebLogic Workshop,10
WebSphere Studio,10
Cubic IDE,10
Toolbox App,10
PyCharm,10
WebStorm,10
PhpStorm,10
ReSharper,10
Rider,10
Clion,10
Datalore,10
DataGrip,10
RubyMine,10
AppCode,10
GoLand,10
ReSharper C++,10
dotPeek,10
dotTrace,10
dotMemory,10
dotCover,10
YouTrack,10
TeamCity,10
Upsource,10
Hub,10
Kotlin,10
MPS,10
Sublime,10
EditPlus,10
Visual Studio Code,10
Wampserver,10
Navicat,10
Haroopad,10
PostMan,10
Dash,10
NSLogger,10
SourceTree,10
Cornerstone,10
Datum Free,10
Reveal,10
DSYMTools,10
PicU,10
Charles,10
lantern,10
AFNetworking,10
Masonry,10
MJRefresh,10
Mjextension,10
IQKeyboardManager,10
SAMKeychain,10
SDWebImage,10
CocoaLumberjack,10
FLEX,10
OHHTTPStubs,10
Junit,10
QuickAccess,10
JAI,10
E-S-R consortium,10
JDO,10
Google,10
JMF,10
JNDI,10
JPA,10
JSAPI,10
J2D,10
J3D,10
JOGL,10
JAF,10
JMS,10
JSF,10
JAX-RPC,10
XQJ,10
CLDC,10
JTAPI,10
STM32Java,10
MicroEJ,10
Aspose API,10
JXL API,10
JExcel,10
Jackson (API),10
Batoo JPA ,10
JSAPI,10
JTAPI,10
JTA,10
JavaDocs,10
RuntimeException,10
NPE,10
